Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P00427|COX6_YEAST	P00427	COX6_YEAST	COX6	148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 6, mitochondrial	1.0	0.999	8	97	97	97	8	7	7	7	8	7	9	6	6	4	6	5	5	5	7	8	7	7	7	8	7	9	6	6	4	6	5	5	5	7	8	7	7	7	8	7	9	6	6	4	6	5	5	5	7	4.374472E7	4.0646892E7	4.305999E7	4.327833E7	4.231343E7	4.2438276E7	4.635905E7	4.8850588E7	4.098757E7	5.109566E7	5.1742172E7	4.903973E7	5.4458064E7	5.546989E7	5.4107948E7	1.0931373E7	9981060.0	1.0851711E7	1.1037545E7	1.0550715E7	1.0813996E7	1.1809233E7	1.1819978E7	1.2482143E7	1.3228357E7	1.2778189E7	1.1624666E7	1.2426021E7	1.3276028E7	1.204886E7	
sp|P00431|CCPR_YEAST	P00431	CCPR_YEAST	CCP1	361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cytochrome c peroxidase, mitochondrial	1.0	0.999	9	65	65	65	6	5	4	6	4	7	5	4	3	3	4	3	5	3	3	6	5	4	6	4	7	5	4	3	3	4	3	5	3	3	6	5	4	6	4	7	5	4	3	3	4	3	5	3	3	7958516.0	8086375.5	8118550.0	7977743.0	8142115.5	8087469.0	8700805.0	8995144.0	8211601.5	5666659.0	5368124.0	7891176.0	3821387.0	4856255.5	6407648.5	2244337.8	2257313.0	2199288.0	2240930.2	2291471.2	2204345.2	2315057.5	2248416.8	1954789.1	1855784.0	2033760.5	2172297.8	2239216.0	1814416.5	2121700.2	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.999	16	214	214	214	6	4	5	4	6	10	17	16	16	23	19	16	24	24	24	6	4	5	4	6	10	17	16	16	23	19	16	24	24	24	6	4	5	4	6	10	17	16	16	23	19	16	24	24	24	2.4241008E7	2.4824956E7	2.5155134E7	3.7290932E7	2.2152104E7	6.3761776E7	1.6811883E8	1.2469409E8	1.21111464E8	4.1719104E8	3.8758506E8	4.691861E8	1.05990445E9	7.466328E8	7.151117E8	9092489.0	1.0903787E7	9515530.0	1.3740793E7	9148228.0	2.5213472E7	4.0347628E7	4.0372972E7	4.4239596E7	1.1846385E8	1.2068969E8	1.19112856E8	2.7342317E8	2.1061797E8	1.8855922E8	
sp|P00445|SODC_YEAST	P00445	SODC_YEAST	SOD1	154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0	0.999	4	38	38	38	2	2	2	3	2	2	5	2	2	2	2	4	3	1	4	2	2	2	3	2	2	5	2	2	2	2	4	3	1	4	2	2	2	3	2	2	5	2	2	2	2	4	3	1	4	1.575674E7	1.8992368E7	1.857587E7	1.9576014E7	1.8766664E7	1.7044896E7	1.9142788E7	1.8577564E7	2.0124588E7	1.9833258E7	1.9356092E7	1.91154E7	2.057761E7	2.1844978E7	1.965233E7	1.2978425E7	1.5750099E7	1.5848176E7	1.6092487E7	1.5941447E7	1.4180087E7	1.2099542E7	1.347302E7	1.4834169E7	1.3836382E7	1.4030051E7	1.3381601E7	1.462941E7	1.5837042E7	1.3575522E7	
sp|P00447|SODM_YEAST	P00447	SODM_YEAST	SOD2	233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Superoxide dismutase [Mn], mitochondrial	1.0	0.999	6	76	76	76	8	6	6	6	5	6	5	5	5	5	4	4	3	4	4	8	6	6	6	5	6	5	5	5	5	4	4	3	4	4	8	6	6	6	5	6	5	5	5	5	4	4	3	4	4	5.0096172E7	4.653931E7	4.6245156E7	5.2164524E7	5.2040524E7	4.8173464E7	5.3636292E7	3.9441772E7	3.6459612E7	4.1633068E7	4.507264E7	4.929962E7	5.2949284E7	5.0519276E7	5.3728784E7	2.5592758E7	1.1888276E7	1.3447376E7	2.2973078E7	2.366287E7	2.1245004E7	4.4591696E7	2.8706398E7	6430471.0	2.994597E7	3.2211336E7	5.0243396E7	5.827309E7	4.6967296E7	5.28821E7	
sp|P00498|HIS1_YEAST	P00498	HIS1_YEAST	HIS1	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP phosphoribosyltransferase	1.0	0.999	6	48	48	48	5	5	4	5	6	5	3	2	2	2	2	2	2	2	1	5	5	4	5	6	5	3	2	2	2	2	2	2	2	1	5	5	4	5	6	5	3	2	2	2	2	2	2	2	1	3554602.0	3276668.5	2785428.8	3445705.5	3661710.2	3696984.0	4514285.0	4203707.5	3636322.0	4220657.5	4109287.2	4120332.2	3461772.5	3684077.8	4319943.0	1397823.0	1264261.9	1333262.9	1293000.8	1420921.5	1476627.0	1670209.8	1508947.9	1677162.2	1571227.5	1581803.8	1545944.5	1746257.2	1571525.2	1634529.9	
sp|P00549|KPYK1_YEAST	P00549	KPYK1_YEAST	CDC19	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Pyruvate kinase 1	1.0	0.999	33	409	380	409	30	29	26	27	28	28	31	31	20	25	28	27	24	26	29	26	25	23	23	26	25	30	30	19	24	27	26	23	25	28	30	29	26	27	28	28	31	31	20	25	28	27	24	26	29	1.9570779E8	1.8919014E8	1.9330706E8	1.9518456E8	1.9747005E8	2.0909269E8	2.3246352E8	2.0735605E8	1.9525765E8	1.957751E8	2.0972322E8	2.1251218E8	2.2314686E8	2.194076E8	2.187633E8	2.4054174E7	2.3411832E7	2.41249E7	2.432047E7	2.4161326E7	2.4324964E7	2.4791074E7	2.1412162E7	2.0053122E7	2.1864836E7	2.2059372E7	2.3592726E7	2.2745592E7	2.4377664E7	2.4733594E7	
sp|P00560|PGK_YEAST	P00560	PGK_YEAST	PGK1	416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoglycerate kinase	1.0	0.999	31	675	675	675	53	49	47	53	48	46	50	50	43	42	45	46	31	35	37	53	49	47	53	48	46	50	50	43	42	45	46	31	35	37	53	49	47	53	48	46	50	50	43	42	45	46	31	35	37	7.695139E8	6.6435386E8	7.002524E8	8.1128326E8	7.791719E8	6.692331E8	9.8570477E8	8.2710995E8	7.784527E8	8.276072E8	7.9918035E8	9.708793E8	9.5042054E8	8.952946E8	9.878603E8	8.220942E7	8.0309784E7	8.29242E7	8.29794E7	8.3699016E7	7.856611E7	9.525898E7	8.660213E7	7.0754296E7	8.901592E7	8.562409E7	8.962016E7	8.914162E7	9.249063E7	9.3085464E7	
sp|P00709|LALBA_HUMAN	P00709	LALBA_HUMAN	LALBA	142	Homo sapiens	1:Experimental evidence at protein level	Alpha-lactalbumin	1.0	0.999	15	151	151	151	5	4	5	5	5	4	12	11	4	18	12	14	18	16	18	5	4	5	5	5	4	12	11	4	18	12	14	18	16	18	5	4	5	5	5	4	12	11	4	18	12	14	18	16	18	9852404.0	1.0702408E7	1.0669692E7	1.5862929E7	9304200.0	3.2430554E7	7.748226E7	6.523034E7	6.0039332E7	1.6763232E8	1.9689603E8	2.2057957E8	4.1764362E8	3.19529E8	2.7558915E8	3127344.2	4008550.0	3969677.8	5164065.5	3059851.8	9962959.0	1.9419062E7	1.4083358E7	1.4299595E7	4.34709E7	4.4796636E7	5.095805E7	1.00144696E8	7.224032E7	6.7304664E7	
sp|P00724|INV2_YEAST	P00724	INV2_YEAST	SUC2	532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Invertase 2	0.962	0.9989	1	9	9	9	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1013132.3	1173893.2	0.0	0.0	0.0	1110513.4	0.0	576067.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00729|CBPY_YEAST	P00729	CBPY_YEAST	PRC1	532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Carboxypeptidase Y	1.0	0.999	2	22	22	22	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	5619945.5	5076621.0	4966456.0	5603691.0	5527071.0	5834245.5	5950880.0	5729045.0	4252332.5	4851802.0	5298242.5	6293188.0	6610507.5	6352722.0	6615267.0	4131407.5	2352894.0	2566477.0	3726782.8	4054804.8	3891794.8	5346556.5	4368787.5	0.0	4186526.2	5076317.0	6645849.5	6995643.5	6452163.5	7144059.5	
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	Sus scrofa	1:Experimental evidence at protein level	Trypsin	1.0	0.999	6	149	149	149	9	5	6	8	7	9	12	12	10	12	11	13	11	11	13	9	5	6	8	7	9	12	12	10	12	11	13	11	11	13	9	5	6	8	7	9	12	12	10	12	11	13	11	11	13	3.09828E8	3.0314838E8	2.8846006E8	3.0503046E8	2.807024E8	3.6744768E8	4.903178E8	4.791033E8	5.732242E8	9.289697E8	7.4742317E8	7.846288E8	1.4669201E9	1.1111274E9	1.107484E9	1.4240333E8	5.397625E7	6.616948E7	5.5795924E7	6.6714236E7	9.4501944E7	7.116485E8	3.7629536E8	1.1219099E8	1.5769862E9	7.713393E8	1.7894883E9	4.4065864E9	2.4352494E9	2.7996946E9	
sp|P00812|ARGI_YEAST	P00812	ARGI_YEAST	CAR1	333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Arginase	1.0	0.999	11	102	102	102	7	7	6	8	6	6	7	9	6	7	7	9	5	6	6	7	7	6	8	6	6	7	9	6	7	7	9	5	6	6	7	7	6	8	6	6	7	9	6	7	7	9	5	6	6	1.1465207E7	1.2256664E7	1.1746478E7	1.1035244E7	1.1114107E7	1.2741176E7	9558271.0	1.1768036E7	1.2743825E7	1.1564843E7	7911056.5	8529413.0	2778475.0	6100044.5	1.0414591E7	2739518.5	2723347.5	2716935.5	2737335.8	2709960.2	2960136.0	2989162.0	2863133.2	2827688.2	3086028.2	2828586.8	2770198.8	2545458.5	3203504.8	2984458.5	
sp|P00815|HIS2_YEAST	P00815	HIS2_YEAST	HIS4	799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histidine biosynthesis trifunctional protein	1.0	0.999	17	107	107	107	13	10	6	12	10	7	9	6	6	3	4	6	4	6	5	13	10	6	12	10	7	9	6	6	3	4	6	4	6	5	13	10	6	12	10	7	9	6	6	3	4	6	4	6	5	1.4809749E7	1.3449191E7	1.3755126E7	1.5221797E7	1.5862194E7	1.2588657E7	1.3905874E7	1.0914565E7	9845670.0	1.0618874E7	1.3187604E7	1.1780358E7	9633060.0	1.1301706E7	1.1676998E7	2451330.5	2615099.2	2519482.0	2694843.8	2625747.0	2407745.5	2491698.8	2270493.8	2126788.0	2078609.6	2193479.8	2209136.0	2095091.4	2325713.8	2323019.8	
sp|P00817|IPYR_YEAST	P00817	IPYR_YEAST	IPP1	287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Inorganic pyrophosphatase	1.0	0.999	12	251	236	251	18	15	15	17	17	16	18	20	14	15	18	16	16	19	17	17	14	14	16	16	15	17	19	13	14	17	15	15	18	16	18	15	15	17	17	16	18	20	14	15	18	16	16	19	17	6.797965E7	7.907671E7	8.075884E7	8.6439304E7	8.617898E7	6.893142E7	1.2081745E8	8.770879E7	6.911529E7	7.550232E7	8.7153976E7	9.993513E7	8.7614136E7	9.112666E7	9.454393E7	1.7357546E7	1.5765514E7	1.5595986E7	1.7984366E7	1.8758096E7	1.77361E7	2.2790362E7	1.9492426E7	1.4460561E7	1.8418036E7	2.2971154E7	2.6143944E7	2.3016156E7	2.1198148E7	2.3072628E7	
sp|P00830|ATPB_YEAST	P00830	ATPB_YEAST	ATP2	511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP synthase subunit beta, mitochondrial	1.0	0.999	24	548	548	548	43	37	36	41	38	37	42	41	35	33	31	36	28	33	37	43	37	36	41	38	37	42	41	35	33	31	36	28	33	37	43	37	36	41	38	37	42	41	35	33	31	36	28	33	37	5.5444435E8	5.1633203E8	5.520918E8	5.3351827E8	5.7309734E8	5.1774403E8	6.42072E8	5.3012694E8	3.2941962E8	4.9756483E8	5.6576205E8	6.1568326E8	6.273799E8	5.625617E8	5.29023E8	7.71169E7	5.421373E7	7.134702E7	7.02029E7	7.255077E7	7.3752776E7	9.894254E7	7.1682344E7	4.520014E7	7.4655896E7	8.560974E7	9.801909E7	9.84766E7	8.573777E7	1.0287327E8	
sp|P00854|ATP6_YEAST	P00854	ATP6_YEAST	ATP6	259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP synthase subunit a	0.7512	0.9909	1	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	2649604.5	2482561.2	2986726.0	0.0	0.0	0.0	1650905.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P00890|CISY1_YEAST	P00890	CISY1_YEAST	CIT1	479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Citrate synthase, mitochondrial	1.0	0.999	23	366	365	366	30	23	22	27	31	28	27	23	18	26	18	24	25	22	22	30	23	22	27	31	28	26	23	18	26	18	24	25	22	22	30	23	22	27	31	28	27	23	18	26	18	24	25	22	22	5.495544E8	5.0433523E8	5.1850445E8	5.027632E8	5.372934E8	5.484435E8	5.378263E8	5.1110486E8	4.3871965E8	5.919536E8	5.168614E8	5.5818643E8	5.8341094E8	4.6338083E8	5.37549E8	6.638389E7	5.996609E7	6.3150196E7	6.2406216E7	6.2875824E7	6.068508E7	8.08749E7	7.724815E7	4.8816892E7	7.938527E7	7.481919E7	7.74263E7	9.636026E7	8.142702E7	9.133985E7	
sp|P00899|TRPE_YEAST	P00899	TRPE_YEAST	TRP2	507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Anthranilate synthase component 1	1.0	0.999	9	54	54	54	6	5	6	5	7	6	1	5	3	2	2	2	1	1	2	6	5	6	5	7	6	1	5	3	2	2	2	1	1	2	6	5	6	5	7	6	1	5	3	2	2	2	1	1	2	5063211.5	4245090.5	4869124.5	5002893.0	4799422.0	5377313.0	3842974.0	4377887.0	3942058.0	3065325.2	3090625.5	3082699.0	2865979.5	3491267.5	3811590.5	1319729.2	1246036.8	1297100.9	1307174.4	1290910.2	1414071.0	1186042.8	1178229.1	1139960.1	1096762.1	1098779.4	1063232.5	1142853.6	1237091.1	1035733.4	
sp|P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 1	1.0	0.999	15	166	166	166	5	4	4	5	4	9	11	10	10	15	15	19	18	19	18	5	4	4	5	4	9	11	10	10	15	15	19	18	19	18	5	4	4	5	4	9	11	10	10	15	15	19	18	19	18	8408844.0	8513864.0	9496972.0	1.3668955E7	8579777.0	2.4249372E7	5.4589572E7	4.671074E7	4.3081684E7	1.6050534E8	1.7602813E8	1.7637222E8	3.5705728E8	2.6384117E8	2.2618843E8	3261131.5	3260932.8	3450313.5	5189187.0	3093113.5	8821276.0	1.4950447E7	1.4593223E7	1.6736015E7	4.6575556E7	4.883188E7	4.8696388E7	9.9326664E7	7.452827E7	6.2904456E7	
sp|P00918|CAH2_HUMAN	P00918	CAH2_HUMAN	CA2	260	Homo sapiens	1:Experimental evidence at protein level	Carbonic anhydrase 2	1.0	0.999	21	167	148	167	2	2	2	4	1	4	9	9	10	18	16	19	25	23	23	2	2	2	3	1	3	8	9	9	16	14	16	22	21	20	2	2	2	4	1	4	9	9	10	18	16	19	25	23	23	9093323.0	9528455.0	1.0580877E7	1.5577891E7	8274308.0	2.9018548E7	7.8242136E7	6.3960844E7	7.460891E7	2.0397178E8	1.8682011E8	2.01895E8	4.3244246E8	3.4166054E8	2.943559E8	2562864.5	3150498.0	3275774.8	4459084.0	2784964.8	7505023.5	1.6103205E7	1.4870608E7	1.7327382E7	3.9837404E7	4.0320784E7	4.1117876E7	8.3419784E7	6.964875E7	6.0751916E7	
sp|P00924|ENO1_YEAST	P00924	ENO1_YEAST	ENO1	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Enolase 1	1.0	0.999	18	76	76	256	5	7	7	6	6	6	8	6	3	3	3	5	4	3	4	5	7	7	6	6	6	8	6	3	3	3	5	4	3	4	18	19	17	18	20	21	23	19	11	16	13	18	13	14	16	3.8828696E7	3.822332E7	3.9762864E7	3.734071E7	3.880316E7	3.712349E7	4.6188756E7	4.1858076E7	4.0691556E7	4.308568E7	4.4218844E7	4.26855E7	4.608443E7	3.978025E7	4.3004132E7	1.4747106E7	2.0041428E7	2.075807E7	2.0425398E7	2.0177732E7	1.5219271E7	2.5324086E7	1.8622794E7	2.4924004E7	2.1179752E7	2.1672114E7	2.4230676E7	2.4010228E7	2.139119E7	2.480927E7	
sp|P00925|ENO2_YEAST	P00925	ENO2_YEAST	ENO2	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Enolase 2	1.0	0.999	21	337	157	337	31	22	16	23	23	27	29	24	17	21	21	23	19	19	22	18	10	6	11	9	12	14	11	9	8	11	10	10	8	10	31	22	16	23	23	27	29	24	17	21	21	23	19	19	22	2.6407963E8	2.4940222E8	2.552183E8	2.59645E8	2.6308122E8	2.6085963E8	3.2337146E8	2.896988E8	2.0768774E8	2.424806E8	2.4985691E8	2.6291298E8	2.7814125E8	2.6435629E8	2.7111024E8	4.7583628E7	4.5932964E7	4.6467904E7	4.557855E7	4.636851E7	4.7223964E7	5.816237E7	5.349196E7	4.296916E7	5.1350492E7	5.0467456E7	5.4305196E7	5.169228E7	5.365085E7	5.3439696E7	
sp|P00927|THDH_YEAST	P00927	THDH_YEAST	ILV1	576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Threonine dehydratase, mitochondrial	1.0	0.999	8	56	56	56	7	5	4	6	6	3	4	3	0	2	2	5	3	2	4	7	5	4	6	6	3	4	3	0	2	2	5	3	2	4	7	5	4	6	6	3	4	3	0	2	2	5	3	2	4	2587861.5	2259630.5	2376162.5	2424988.5	2847085.8	2248264.8	1957189.1	1607146.0	877939.7	1755177.4	1866226.4	2893971.5	2861857.5	1823037.1	2214406.8	569542.8	516955.62	586846.6	672876.9	683240.1	645598.9	752967.5	685275.06	0.0	821685.56	1412705.6	1045316.56	1305246.5	1021871.1	1022060.6	
sp|P00931|TRP_YEAST	P00931	TRP_YEAST	TRP5	707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tryptophan synthase	1.0	0.999	14	100	100	100	8	6	8	7	8	7	12	8	9	6	4	5	4	3	5	8	6	8	7	8	7	12	8	9	6	4	5	4	3	5	8	6	8	7	8	7	12	8	9	6	4	5	4	3	5	1.083457E7	1.2577381E7	1.1905844E7	1.1381155E7	1.1972814E7	1.2476919E7	1.2788469E7	1.2265931E7	1.0573515E7	1.1245656E7	9417336.0	8768911.0	6771494.0	6650872.5	8526530.0	2818566.0	2893388.2	3191784.8	3080185.0	3110097.2	2812184.0	2990301.2	2683018.5	2382015.5	2654165.0	2379205.8	2525947.0	2133533.8	2277812.2	2360959.2	
sp|P00937|TRPG_YEAST	P00937	TRPG_YEAST	TRP3	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Multifunctional tryptophan biosynthesis protein	1.0	0.999	4	12	12	12	1	1	1	3	1	1	2	1	0	0	0	1	0	0	0	1	1	1	3	1	1	2	1	0	0	0	1	0	0	0	1	1	1	3	1	1	2	1	0	0	0	1	0	0	0	1042736.8	1009575.1	909860.9	1016467.75	886645.06	1014073.94	965452.5	834510.44	576535.3	683241.5	570614.5	641672.4	564052.6	635499.1	479276.22	980643.1	0.0	0.0	840164.3	753064.56	870003.06	1207454.8	0.0	0.0	580357.2	0.0	621056.4	0.0	522650.56	0.0	
sp|P00942|TPIS_YEAST	P00942	TPIS_YEAST	TPI1	248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	11	190	190	190	15	14	14	15	16	15	13	13	12	10	11	13	8	9	12	15	14	14	15	16	15	13	13	12	10	11	13	8	9	12	15	14	14	15	16	15	13	13	12	10	11	13	8	9	12	1.7481704E8	1.7817179E8	1.841786E8	1.8703706E8	1.8308778E8	1.7725451E8	2.0771043E8	1.8855613E8	1.6772533E8	1.8633158E8	1.8800312E8	1.832395E8	1.8665853E8	1.9515746E8	1.8464973E8	3.0354152E7	3.2511714E7	3.3437752E7	3.3339928E7	3.1594524E7	3.2682898E7	3.4815308E7	3.2333662E7	2.9488372E7	3.105277E7	3.145684E7	3.0615714E7	3.0649176E7	3.3097986E7	3.0350968E7	
sp|P00950|PMG1_YEAST	P00950	PMG1_YEAST	GPM1	247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoglycerate mutase 1	1.0	0.999	12	131	131	131	10	10	8	10	11	10	14	8	7	6	8	6	8	5	10	10	10	8	10	11	10	14	8	7	6	8	6	8	5	10	10	10	8	10	11	10	14	8	7	6	8	6	8	5	10	1.26478136E8	1.2801524E8	1.2904974E8	1.3548037E8	1.33589304E8	1.2754024E8	1.4237774E8	1.1781819E8	1.1535703E8	1.2505335E8	1.1830703E8	1.2464888E8	1.3134444E8	1.2890746E8	1.1502633E8	2.7294626E7	3.0568432E7	3.056831E7	3.0501238E7	2.9694502E7	2.742559E7	3.1599996E7	2.6565538E7	2.639704E7	2.8344748E7	2.7992412E7	2.8326516E7	2.9277066E7	3.0384978E7	3.0526888E7	
sp|P00958|SYMC_YEAST	P00958	SYMC_YEAST	MES1	751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	1.0	0.999	7	30	30	30	4	2	2	3	6	3	5	3	1	0	0	1	0	0	0	4	2	2	3	6	3	5	3	1	0	0	1	0	0	0	4	2	2	3	6	3	5	3	1	0	0	1	0	0	0	1314408.5	988789.5	313171.44	466534.97	1194490.6	1155924.9	1231673.1	1400421.0	657362.56	0.0	59533.688	1044412.25	0.0	0.0	1550970.1	863979.8	620542.3	655617.4	808298.7	907385.9	705952.0	529438.75	465732.53	433689.3	0.0	0.0	309167.22	0.0	0.0	1530477.4	
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens	1:Experimental evidence at protein level	Antithrombin-III	1.0	0.999	36	567	567	567	10	10	11	17	13	24	42	33	33	57	58	60	73	60	66	10	10	11	17	13	24	42	33	33	57	58	60	73	60	66	10	10	11	17	13	24	42	33	33	57	58	60	73	60	66	3.646178E7	3.1720098E7	3.1124318E7	5.7777344E7	3.4978416E7	1.0768742E8	2.8274826E8	2.8757603E8	2.5515605E8	8.577245E8	9.379216E8	1.0716542E9	1.9003066E9	1.4390936E9	1.3484695E9	9482279.0	9146010.0	9645527.0	1.5358497E7	9590710.0	2.687892E7	6.223861E7	6.495386E7	5.982824E7	1.983561E8	2.0395747E8	2.1545238E8	4.509441E8	3.514328E8	3.1299053E8	
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	Homo sapiens	1:Experimental evidence at protein level	Complement C5	1.0	0.999	8	155	155	155	2	3	5	4	2	7	11	11	10	13	15	18	20	17	17	2	3	5	4	2	7	11	11	10	13	15	18	20	17	17	2	3	5	4	2	7	11	11	10	13	15	18	20	17	17	1.4117597E7	1.2848348E7	1.3212959E7	1.6932542E7	1.2105611E7	3.497719E7	1.0478327E8	1.200436E8	9.72478E7	3.320282E8	3.505861E8	3.544282E8	7.107525E8	5.372458E8	4.8133568E8	7397497.0	7183282.0	7247219.5	9794871.0	6385103.0	1.934057E7	4.3819204E7	4.9370304E7	4.173998E7	1.41737E8	1.3637717E8	1.4126506E8	3.070782E8	2.3926509E8	2.0369006E8	
sp|P01094|IPA3_YEAST	P01094	IPA3_YEAST	PAI3	68	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protease A inhibitor 3	1.0	0.999	2	11	11	11	1	2	2	1	0	1	1	2	1	0	0	0	0	0	0	1	2	2	1	0	1	1	2	1	0	0	0	0	0	0	1	2	2	1	0	1	1	2	1	0	0	0	0	0	0	3972072.0	4007991.0	3862979.0	4055161.5	3836803.0	4344961.5	3514426.0	3229362.5	1574206.9	1167730.4	837027.0	2022007.4	686156.0	1732182.2	799005.7	1889731.4	2170849.8	1982787.9	2187892.5	1970025.1	2169573.8	1304903.0	1539364.9	913705.9	2059909.1	1628773.4	1299562.9	1271381.4	1473714.9	1732956.8	
